"longitude","latitude"
-68.019367,-32.358274
-46.0958004,-17.058891
-58.9187606,-33.9006031
-65.0455856,-32.8263669
-49.1789016,-13.5253525
-60.954556,-16.364558
-49.0911613,-22.3656471
-58.6969672,-25.2558408
-58.3928733,-31.5691048
-56.713011,-20.5358258
-64.5364809,-23.7114172
-62.677002,-17.9835399
-64.1074173,-30.9880408
-63.045721,-17.287095
-63.135811,-25.562532
-64.177657,-23.821124
-60.7239223,-30.7581905
-59.299264,-30.9812149
-65.050706,-33.0014082
-59.9681586,-26.2770277
-58.2647665,-29.211031
-68.7510037,-33.0497705
-64.457581,-33.2184588
-59.0853095,-31.014346
-59.220171,-30.4147234
-46.3860798,-13.5202578
-67.6798522,-35.1491095
-60.0476469,-22.2381454
-64.7006646,-29.8008848
-63.74377,-8.12912
-59.3843701,-31.2428502
-64.9803596,-32.5425535
-48.442925,-10.103972
-58.74567,-34.161021
-60.4077489,-29.0890844
-64.9665901,-24.3117737
-64.8198509,-24.4053326
-45.0002176,-19.2156159
-65.5056361,-31.5328853
-63.9609969,-19.7977377
-74.6242797,2.3851893
-65.2516667,-31.8561111
-63.0812567,-26.8636583
-56.4031622,-21.1465675
-77.8726387,-6.4295157
-68.5040903,-9.3697205
-44.4016023,-18.7365751
-58.2237625,-28.0456219
-62.055953,-8.934298
-56.8570536,-16.7479566
-63.9393053,-25.5854064
-65.3440404,-24.2710269
-60.1100045,-22.6463154
-66.8554544,-29.2422218
-42.8302854,-5.0866946
-69.8250571,-11.122876
-60.1804514,-28.9034074
-63.227261,-7.434709
-63.6747193,-31.919348
-56.6690512,-30.4667559
-65.8064318,-32.2200576
-65.2013532,-32.5328787
-59.512242,-4.436523
-58.1767726,-31.4949288
-64.976217,-30.854105
-58.7797777,-30.9561332
-58.9094961,-28.5283945
-49.0040453,-14.605882
-78.6670027,-4.3182033
-66.0693986,-32.4765783
-52.670584,-17.354596
-73.985125,-4.757745
-78.664856,-4.0867631
-49.1417116,-16.5357942
-57.0853901,-29.7617919
-57.6642086,-28.9608716
-60.4231149,-31.7399357
-61.36518,-30.2669847
-49.64591,-10.8510269
-58.0983424,-30.6621038
-63.19194,-24.62891
-46.990993,-20.9173102
-68.7236345,-12.6765414
-67.911456,-32.311052
-65.4508781,-25.028736
-65.1482821,-18.6381124
-75.6698,1.29729
-75.62757,1.36669
-59.5848499,-29.2348595
-58.9689106,-27.5120968
-47.306877,-16.2048292
-58.6862397,-30.6658674
-43.2808971,-4.9108729
-65.0937749,-24.7363443
-57.5106126,-25.3377433
-60.6276494,-33.0086905
-64.5048336,-31.5870902
-59.1305237,-28.4147527
-58.4791667,-34.492
-48.9128211,-17.0203158
-47.3980075,-20.5668781
-65.3840375,-27.6407477
-64.04986,-33.18829
