scientific_name,longitude,latitude
Empidonomus aurantioatrocristatus,-64.8858118,-7.3387708
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-62.4367996,-39.5520559
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-70.0653183,-12.8592931
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-46.65734,-7.25983
Empidonomus aurantioatrocristatus,-64.9597549,-24.9174212
Empidonomus aurantioatrocristatus,-76.282413,-0.435816
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-70.2413893,-12.9836495
Empidonomus aurantioatrocristatus,-57.1384335,-28.537481
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-76.4893913,-0.4907739
Empidonomus aurantioatrocristatus,-64.8455572,-7.3194464
Empidonomus aurantioatrocristatus,-60.4826803,-32.3214698
Empidonomus aurantioatrocristatus,-64.75094,-32.66021
Empidonomus aurantioatrocristatus,-73.91,-6.265
Empidonomus aurantioatrocristatus,-61.7019653,-31.9107875
Empidonomus aurantioatrocristatus,-64.9597549,-24.9174212
Empidonomus aurantioatrocristatus,-60.2268974,-21.8162296
Empidonomus aurantioatrocristatus,-73.8655556,-5.81
Empidonomus aurantioatrocristatus,-67.008454,-32.4978563
Empidonomus aurantioatrocristatus,-58.9696795,-27.6927529
Empidonomus aurantioatrocristatus,-58.7443786,-30.3827223
Empidonomus aurantioatrocristatus,-55.824666,-15.4440009
Empidonomus aurantioatrocristatus,-70.70425,-12.4442778
Empidonomus aurantioatrocristatus,-66.1473083,-39.1642741
Empidonomus aurantioatrocristatus,-77.0472565,-6.0299621
Empidonomus aurantioatrocristatus,-43.978765,-19.8526232
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-64.8858118,-7.3387708
Empidonomus aurantioatrocristatus,-58.057251,-28.0113766
Empidonomus aurantioatrocristatus,-69.401,-11.24318
Empidonomus aurantioatrocristatus,-76.3814163,-0.5293962
Empidonomus aurantioatrocristatus,-76.1493409,-0.6375844
Empidonomus aurantioatrocristatus,-70.70425,-12.4442778
Empidonomus aurantioatrocristatus,-62.7058411,-32.4390177
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-65.0333333,-32.35
Empidonomus aurantioatrocristatus,-71.2244,-12.576
Empidonomus aurantioatrocristatus,-59.6763889,-22.5402778
Empidonomus aurantioatrocristatus,-65.0216956,-32.35158
Empidonomus aurantioatrocristatus,-63.186,-17.8775
Empidonomus aurantioatrocristatus,-63.186,-17.8775
Empidonomus aurantioatrocristatus,-55.9279066,-9.6344135
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9382629,-9.6410307
Empidonomus aurantioatrocristatus,-72.9089702,-3.2490769
Empidonomus aurantioatrocristatus,-60.1138186,-2.5856297
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-64.3040322,-39.4665823
Empidonomus aurantioatrocristatus,-60.3282,-24.3905
Empidonomus aurantioatrocristatus,-76.2902641,-6.4516226
Empidonomus aurantioatrocristatus,-65.0535464,-31.9857522
Empidonomus aurantioatrocristatus,-64.6784878,-30.045916
Empidonomus aurantioatrocristatus,-57.1429825,-28.5365761
Empidonomus aurantioatrocristatus,-67.2010088,-14.2658492
Empidonomus aurantioatrocristatus,-60.3094,-24.3636
Empidonomus aurantioatrocristatus,-76.4542074,-0.473539
Empidonomus aurantioatrocristatus,-64.0597183,-25.085708
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-76.4591897,-0.4710657
Empidonomus aurantioatrocristatus,-61.9425488,-24.0930144
Empidonomus aurantioatrocristatus,-76.4621188,-0.4639236
Empidonomus aurantioatrocristatus,-57.4166667,-26.7833333
Empidonomus aurantioatrocristatus,-76.4591897,-0.4710657
Empidonomus aurantioatrocristatus,-71.403807,-12.894838
Empidonomus aurantioatrocristatus,-47.4125719,-7.1006372
Empidonomus aurantioatrocristatus,-65.5993652,-37.9983271
Empidonomus aurantioatrocristatus,-56.6988087,-17.2826279
Empidonomus aurantioatrocristatus,-71.2401581,-12.6322981
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-67.325798,-3.270533
Empidonomus aurantioatrocristatus,-76.9831753,-0.4710335
Empidonomus aurantioatrocristatus,-44.0281981,-19.9801853
Empidonomus aurantioatrocristatus,-65.053403,-32.054812
Empidonomus aurantioatrocristatus,-70.7993317,-12.2870047
Empidonomus aurantioatrocristatus,-76.3941193,-7.1513119
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-43.9730358,-19.874903
Empidonomus aurantioatrocristatus,-63.1961817,-17.8336607
Empidonomus aurantioatrocristatus,-58.2221639,-26.343422
Empidonomus aurantioatrocristatus,-76.2774175,-0.431175
Empidonomus aurantioatrocristatus,-67.1175,-32.5755
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-76.4713148,-0.4798493
Empidonomus aurantioatrocristatus,-58.7443786,-30.3827223
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-77.3976195,-1.0353836
Empidonomus aurantioatrocristatus,-71.4038157,-12.8949217
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-65.1312447,-31.3614794
Empidonomus aurantioatrocristatus,-70.70425,-12.4442778
Empidonomus aurantioatrocristatus,-63.1839584,-17.8394844
Empidonomus aurantioatrocristatus,-59.2241667,-23.1105556
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-76.4591897,-0.4710657
Empidonomus aurantioatrocristatus,-71.4038157,-12.8949217
Empidonomus aurantioatrocristatus,-58.2221639,-26.343422
Empidonomus aurantioatrocristatus,-61.7845348,-24.2247783
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-71.4038157,-12.8949217
Empidonomus aurantioatrocristatus,-63.53003,-20.01502
Empidonomus aurantioatrocristatus,-57.543,-25.2638333
Empidonomus aurantioatrocristatus,-64.5727995,-30.840869
Empidonomus aurantioatrocristatus,-60.3094,-24.3636
Empidonomus aurantioatrocristatus,-57.5676667,-25.282
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-47.7587756,-15.7557725
Empidonomus aurantioatrocristatus,-49.650178,-5.9746316
Empidonomus aurantioatrocristatus,-69.221284,-12.585602
Empidonomus aurantioatrocristatus,-44.0281981,-19.9801853
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-59.9776268,-30.2454251
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-63.1961817,-17.8336607
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-76.3776398,-7.481623
Empidonomus aurantioatrocristatus,-60.7398462,-17.847898
Empidonomus aurantioatrocristatus,-71.4038157,-12.8949217
Empidonomus aurantioatrocristatus,-57.543,-25.2638333
Empidonomus aurantioatrocristatus,-72.9089702,-3.2490769
Empidonomus aurantioatrocristatus,-64.5667,-32.8833
Empidonomus aurantioatrocristatus,-58.671424,-33.502181
Empidonomus aurantioatrocristatus,-71.37564,-12.87021
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-62.449986,-37.660019
Empidonomus aurantioatrocristatus,-76.4445662,-0.5067592
Empidonomus aurantioatrocristatus,-60.5197334,-31.725685
Empidonomus aurantioatrocristatus,-58.6794698,-27.5523021
Empidonomus aurantioatrocristatus,-64.8568,-25.2313
Empidonomus aurantioatrocristatus,-76.2807884,-0.4381837
Empidonomus aurantioatrocristatus,-57.7224684,-25.2016018
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-64.9254227,-25.8579878
Empidonomus aurantioatrocristatus,-72.9089702,-3.2490769
Empidonomus aurantioatrocristatus,-64.5074487,-31.0667432
Empidonomus aurantioatrocristatus,-64.5286098,-30.4188853
Empidonomus aurantioatrocristatus,-50.635486,-18.95485
Empidonomus aurantioatrocristatus,-60.3272377,-31.7233277
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-64.6143551,-17.857296
Empidonomus aurantioatrocristatus,-64.8455572,-7.3194464
Empidonomus aurantioatrocristatus,-62.8685975,-24.1629649
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-65,-25.1333333
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-70.7281905,-12.4051291
Empidonomus aurantioatrocristatus,-64.4078333,-30.7708333
Empidonomus aurantioatrocristatus,-67.9833333,-32.3833333
Empidonomus aurantioatrocristatus,-65.0216956,-32.35158
Empidonomus aurantioatrocristatus,-77.3976195,-1.0353836
Empidonomus aurantioatrocristatus,-65.2944732,-24.6849105
Empidonomus aurantioatrocristatus,-58.671424,-33.502181
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-58.7829709,-33.3734378
Empidonomus aurantioatrocristatus,-65.5232763,-25.2694585
Empidonomus aurantioatrocristatus,-68.383972,-32.100979
Empidonomus aurantioatrocristatus,-77.3976195,-1.0353836
Empidonomus aurantioatrocristatus,-59.4581795,-30.6706955
Empidonomus aurantioatrocristatus,-63.186,-17.8775
Empidonomus aurantioatrocristatus,-62.8845406,-30.9257151
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-64.8858118,-7.3387708
Empidonomus aurantioatrocristatus,-76.6170283,-0.3955607
Empidonomus aurantioatrocristatus,-64.1168976,-25.1272576
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-65.801239,-28.1635886
Empidonomus aurantioatrocristatus,-59.6763889,-22.5402778
Empidonomus aurantioatrocristatus,-77.4173927,-1.0053691
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-76.4601016,-0.4715485
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.824666,-15.4440009
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-58.773386,-33.499086
Empidonomus aurantioatrocristatus,-48.9263157,-16.647198
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-44.0281981,-19.9801853
Empidonomus aurantioatrocristatus,-58.4660196,-30.5912281
Empidonomus aurantioatrocristatus,-57.42455,-28.6553
Empidonomus aurantioatrocristatus,-77.5972295,-0.6773171
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-70.1615238,1.222102
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-64.8858118,-7.3387708
Empidonomus aurantioatrocristatus,-65.1312447,-31.3614794
Empidonomus aurantioatrocristatus,-65.5993652,-37.9983271
Empidonomus aurantioatrocristatus,-63.1605721,-17.9483605
Empidonomus aurantioatrocristatus,-64.4127023,-33.5940669
Empidonomus aurantioatrocristatus,-76.4591897,-0.4710657
Empidonomus aurantioatrocristatus,-76.4893913,-0.4907739
Empidonomus aurantioatrocristatus,-57.57885,-25.2374
Empidonomus aurantioatrocristatus,-57.6770639,-25.2441241
Empidonomus aurantioatrocristatus,-58.7246275,-33.4916308
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-64.1776228,-31.4311166
Empidonomus aurantioatrocristatus,-76.4542074,-0.473539
Empidonomus aurantioatrocristatus,-62.533,-33.69908
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-63.1961817,-17.8336607
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-54.6947318,-20.4489558
Empidonomus aurantioatrocristatus,-76.4621188,-0.4639236
Empidonomus aurantioatrocristatus,-65.1312447,-31.3614794
Empidonomus aurantioatrocristatus,-76.3814163,-0.5293962
Empidonomus aurantioatrocristatus,-58.1423333,-25.044
Empidonomus aurantioatrocristatus,-58.227788,-26.212203
Empidonomus aurantioatrocristatus,-70.0661016,-12.8590839
Empidonomus aurantioatrocristatus,-63.186,-17.8775
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-63.1938092,-17.8311014
Empidonomus aurantioatrocristatus,-64.8455572,-7.3194464
Empidonomus aurantioatrocristatus,-55.92359,-9.60287
Empidonomus aurantioatrocristatus,-64.4127023,-33.5940669
Empidonomus aurantioatrocristatus,-58.6546326,-33.7197708
Empidonomus aurantioatrocristatus,-70.7064,-12.35545
Empidonomus aurantioatrocristatus,-70.7064,-12.35545
Empidonomus aurantioatrocristatus,-69.0493861,-12.5367862
Empidonomus aurantioatrocristatus,-55.9236288,-9.6018078
Empidonomus aurantioatrocristatus,-59.4581795,-30.6706955
Empidonomus aurantioatrocristatus,-64.2686462,-31.3618458
Empidonomus aurantioatrocristatus,-66.0984278,-13.763229
Empidonomus aurantioatrocristatus,-58.5235718,-32.4266328
Empidonomus aurantioatrocristatus,-58.6196136,-27.290028
Empidonomus aurantioatrocristatus,-55.9187794,-9.5856011
Empidonomus aurantioatrocristatus,-64.362199,-27.6510476
Empidonomus aurantioatrocristatus,-69.338665,-12.7905868
Empidonomus aurantioatrocristatus,-63.925007,-30.076109
Empidonomus aurantioatrocristatus,-69.4091749,-12.8750659
Empidonomus aurantioatrocristatus,-65.0250882,-32.3391702
Empidonomus aurantioatrocristatus,-57.8808421,-28.3876722
Empidonomus aurantioatrocristatus,-64.9727529,-32.3465699
Empidonomus aurantioatrocristatus,-58.6992323,-33.4412719
Empidonomus aurantioatrocristatus,-64.9597549,-24.9174212
Empidonomus aurantioatrocristatus,-64.960977,-14.764174
Empidonomus aurantioatrocristatus,-65.0938654,-32.2401018
Empidonomus aurantioatrocristatus,-60.2380197,-29.3486616
Empidonomus aurantioatrocristatus,-64.4127023,-33.5940669
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-63.9485639,-31.6485472
Empidonomus aurantioatrocristatus,-55.9228429,-9.6007896
Empidonomus aurantioatrocristatus,-58.683815,-27.1624189
Empidonomus aurantioatrocristatus,-64.85,-27.5
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-57.5102005,-30.2308282
Empidonomus aurantioatrocristatus,-57.5632364,-28.6833216
Empidonomus aurantioatrocristatus,-77.65276,-1.0669
Empidonomus aurantioatrocristatus,-70.2411,1.19912
Empidonomus aurantioatrocristatus,-57.543,-25.2638333
Empidonomus aurantioatrocristatus,-63.177735,-17.896611
Empidonomus aurantioatrocristatus,-55.9315848,-9.6406571
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-70.70425,-12.4442778
Empidonomus aurantioatrocristatus,-57.65,-25.2731667
Empidonomus aurantioatrocristatus,-55.9314823,-9.5975263
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-54.8974907,-19.9391344
Empidonomus aurantioatrocristatus,-58.2588072,-31.8654354
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-60.3093,-24.4044
Empidonomus aurantioatrocristatus,-60.0042343,-26.2607834
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-55.9187794,-9.5856011
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-55.9228429,-9.6007896
Empidonomus aurantioatrocristatus,-55.9372008,-9.6107917
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-48.2773686,-18.9892543
Empidonomus aurantioatrocristatus,-57.8442836,-31.5360424
Empidonomus aurantioatrocristatus,-65.0333333,-32.35
Empidonomus aurantioatrocristatus,-64.26283,-31.36207
Empidonomus aurantioatrocristatus,-47.8837824,-15.7455017
Empidonomus aurantioatrocristatus,-64.2686462,-31.3618458
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-55.9228429,-9.6007896
Empidonomus aurantioatrocristatus,-57.9601979,-30.6497641
Empidonomus aurantioatrocristatus,-76.4394507,-0.523497
Empidonomus aurantioatrocristatus,-58.057251,-28.0113766
Empidonomus aurantioatrocristatus,-64.5775509,-31.4828439
Empidonomus aurantioatrocristatus,-45.25663,-21.18511
Empidonomus aurantioatrocristatus,-77.65276,-1.0669
Empidonomus aurantioatrocristatus,-54.6735477,-20.4587003
Empidonomus aurantioatrocristatus,-64.5677662,-31.475158
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-64.6369886,-30.7868247
Empidonomus aurantioatrocristatus,-64.2710093,-31.3310954
Empidonomus aurantioatrocristatus,-60.918932,-31.3842701
Empidonomus aurantioatrocristatus,-40.5199467,-9.4137329
Empidonomus aurantioatrocristatus,-64.3047222,-31.2016667
Empidonomus aurantioatrocristatus,-55.9318062,-9.5982456
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-77.3976195,-1.0353836
Empidonomus aurantioatrocristatus,-65.0246215,-32.3527391
Empidonomus aurantioatrocristatus,-77.38062,-1.06356
Empidonomus aurantioatrocristatus,-48.9263157,-16.647198
Empidonomus aurantioatrocristatus,-73.2825,-4.2984897
Empidonomus aurantioatrocristatus,-43.69423,-6.868938
Empidonomus aurantioatrocristatus,-48.247672,-10.231259
Empidonomus aurantioatrocristatus,-65.2384917,-26.5661333
Empidonomus aurantioatrocristatus,-63.0771446,-38.6227717
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-64.828759,-18.135771
Empidonomus aurantioatrocristatus,-43.705782,-6.874166
Empidonomus aurantioatrocristatus,-65.1312447,-31.3614794
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-76.29711,-7.398705
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-65.5993652,-37.9983271
Empidonomus aurantioatrocristatus,-55.9236288,-9.6018078
Empidonomus aurantioatrocristatus,-47.8837824,-15.7455017
Empidonomus aurantioatrocristatus,-60.6365986,-32.1298495
Empidonomus aurantioatrocristatus,-57.65,-25.2731667
Empidonomus aurantioatrocristatus,-66.0984278,-13.763229
Empidonomus aurantioatrocristatus,-58.0033922,-31.2712884
Empidonomus aurantioatrocristatus,-66.3218927,-33.2786922
Empidonomus aurantioatrocristatus,-63.1605721,-17.9483605
Empidonomus aurantioatrocristatus,-48.300823,-1.2025532
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-60.2672675,-29.3468397
Empidonomus aurantioatrocristatus,-55.9337139,-9.5988035
Empidonomus aurantioatrocristatus,-55.9337139,-9.5988035
Empidonomus aurantioatrocristatus,-55.9311079,-9.5972613
Empidonomus aurantioatrocristatus,-58.9381,-30.4529
Empidonomus aurantioatrocristatus,-55.9337139,-9.5988035
Empidonomus aurantioatrocristatus,-57.7179623,-25.2086431
Empidonomus aurantioatrocristatus,-70.7064,-12.35545
Empidonomus aurantioatrocristatus,-63.1605721,-17.9483605
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-58.836,-26.2473333
Empidonomus aurantioatrocristatus,-65.0504351,-32.1650051
Empidonomus aurantioatrocristatus,-77.793889,-2.9736845
Empidonomus aurantioatrocristatus,-59.8166667,-22.5
Empidonomus aurantioatrocristatus,-58.2221639,-26.343422
Empidonomus aurantioatrocristatus,-64.828,-18.136
Empidonomus aurantioatrocristatus,-70.0826454,1.1190923
Empidonomus aurantioatrocristatus,-64.2636111,-31.3613889
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-64.4761125,-31.3458277
Empidonomus aurantioatrocristatus,-64.2502329,-31.3871277
Empidonomus aurantioatrocristatus,-65.4797709,-31.375999
Empidonomus aurantioatrocristatus,-48.29007,-3.73145
Empidonomus aurantioatrocristatus,-64.2686462,-31.3618458
Empidonomus aurantioatrocristatus,-55.9198437,-9.5856519
Empidonomus aurantioatrocristatus,-48.7665939,-15.7796994
Empidonomus aurantioatrocristatus,-64.362199,-27.6510476
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-76.4394507,-0.523497
Empidonomus aurantioatrocristatus,-69.4091749,-12.8750659
Empidonomus aurantioatrocristatus,-50.0143576,-6.392157
Empidonomus aurantioatrocristatus,-77.3976195,-1.0353836
Empidonomus aurantioatrocristatus,-55.9236288,-9.6018078
Empidonomus aurantioatrocristatus,-60.2558333,-29.6922222
Empidonomus aurantioatrocristatus,-59.816667,-22.5
Empidonomus aurantioatrocristatus,-77.6541138,-1.0367781
Empidonomus aurantioatrocristatus,-58.5235718,-32.4266328
Empidonomus aurantioatrocristatus,-48.300823,-1.2025532
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-58.0283046,-30.7327247
Empidonomus aurantioatrocristatus,-46.2077665,-16.0488654
Empidonomus aurantioatrocristatus,-57.5390296,-25.2428935
Empidonomus aurantioatrocristatus,-62.7123642,-30.9458136
Empidonomus aurantioatrocristatus,-65.210072,-24.446437
Empidonomus aurantioatrocristatus,-64.4639808,-27.5764886
Empidonomus aurantioatrocristatus,-64.828,-18.136
Empidonomus aurantioatrocristatus,-55.9367341,-9.5987073
Empidonomus aurantioatrocristatus,-63.74184,-30.73364
Empidonomus aurantioatrocristatus,-63.9331985,-30.0967231
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-48.0302578,-15.8321411
Empidonomus aurantioatrocristatus,-56.9726515,-29.78263
Empidonomus aurantioatrocristatus,-55.9324479,-9.5977985
Empidonomus aurantioatrocristatus,-77.596049,-1.022211
Empidonomus aurantioatrocristatus,-58.93806,-30.45291
Empidonomus aurantioatrocristatus,-58.715878,-33.414314
Empidonomus aurantioatrocristatus,-65.0504351,-32.1650051
Empidonomus aurantioatrocristatus,-59.6763889,-22.5402778
Empidonomus aurantioatrocristatus,-61.8344879,-26.0089669
Empidonomus aurantioatrocristatus,-56.7934842,-28.3081502
Empidonomus aurantioatrocristatus,-69.2998994,-12.8024426
Empidonomus aurantioatrocristatus,-64.828774,-18.135649
Empidonomus aurantioatrocristatus,-71.2063837,-12.5804498
Empidonomus aurantioatrocristatus,-57.65,-25.2731667
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-64.362199,-27.6510476
Empidonomus aurantioatrocristatus,-60.3272377,-31.7233277
Empidonomus aurantioatrocristatus,-58.2115746,-31.8714351
Empidonomus aurantioatrocristatus,-61.149559,-30.198553
Empidonomus aurantioatrocristatus,-65.0250882,-32.3391702
Empidonomus aurantioatrocristatus,-70.2285361,1.2218274
Empidonomus aurantioatrocristatus,-58.6992323,-33.4412719
Empidonomus aurantioatrocristatus,-77.80471,-0.99449
Empidonomus aurantioatrocristatus,-67.9088026,-14.1624188
Empidonomus aurantioatrocristatus,-65.7511246,-28.5928308
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-55.9367341,-9.5987073
Empidonomus aurantioatrocristatus,-75.869807,-0.6229021
Empidonomus aurantioatrocristatus,-55.8460379,-20.3089718
Empidonomus aurantioatrocristatus,-59.9421075,-32.4041078
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-64.362199,-27.6510476
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-65.011161,-31.959281
Empidonomus aurantioatrocristatus,-76.280336,-0.439735
Empidonomus aurantioatrocristatus,-59.0155184,-26.8925451
Empidonomus aurantioatrocristatus,-59.82587,-22.3761
Empidonomus aurantioatrocristatus,-57.692664,-25.23159
Empidonomus aurantioatrocristatus,-65.0053659,-32.4123023
Empidonomus aurantioatrocristatus,-47.936787,-15.849359
Empidonomus aurantioatrocristatus,-57.56,-25.1
Empidonomus aurantioatrocristatus,-60.1955925,-29.4648854
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-57.5807244,-25.2365151
Empidonomus aurantioatrocristatus,-77.596049,-1.022211
Empidonomus aurantioatrocristatus,-58.836,-26.2473333
Empidonomus aurantioatrocristatus,-43.669865,-6.956778
Empidonomus aurantioatrocristatus,-43.9598179,-19.8340543
Empidonomus aurantioatrocristatus,-63.2966566,-25.6052832
Empidonomus aurantioatrocristatus,-57.7224684,-25.2016018
Empidonomus aurantioatrocristatus,-55.9367341,-9.5987073
Empidonomus aurantioatrocristatus,-59.82587,-22.3761
Empidonomus aurantioatrocristatus,-59.4581795,-30.6706955
Empidonomus aurantioatrocristatus,-43.639576,-6.887932
Empidonomus aurantioatrocristatus,-61.6475487,-1.8321926
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-70.1008415,-12.5662922
Empidonomus aurantioatrocristatus,-65.09362,-24.382967
Empidonomus aurantioatrocristatus,-58.836,-26.2473333
Empidonomus aurantioatrocristatus,-65.0250882,-32.3391702
Empidonomus aurantioatrocristatus,-65.011161,-31.959281
Empidonomus aurantioatrocristatus,-58.793673,-33.498585
Empidonomus aurantioatrocristatus,-55.757761,-20.4472807
Empidonomus aurantioatrocristatus,-76.7317933,-1.1036822
Empidonomus aurantioatrocristatus,-57.1742249,-28.5355205
Empidonomus aurantioatrocristatus,-62.9089808,-23.5153434
Empidonomus aurantioatrocristatus,-57.9601979,-30.6497641
Empidonomus aurantioatrocristatus,-58.7883568,-33.4984608
Empidonomus aurantioatrocristatus,-77.596049,-1.022211
